headline,sentiment
BASHANYANA BA THOLA SETOPO SA MONNA SE KOAHETSOE KE LIHLAHLA LE JOANG,negative
MOPARAMENTE HA A EO KA HAR'A NAHA,neutral
SEPOLESA SE HLAHLELLA BACHA KA MEKHAHLELO EA BONA,positive
MOHLANKANA EA NENG A ISOA LEBOLLONG O SELAKHUOE,negative
LETONA LE ETETSE MOTSENG HO KOPELA SECHABA SETSI SA BOPHELO,positive
SETOPO SE FUMANOE SE UTSUOE SETEREKENG,negative
BASEBETSI BA UTSOA M1.8 MILLION,negative
BANNA BA FUMANOA HAHA BA NTSE BA HLABA LIPOLI,negative
SETHOTSELA SE KHAQILE 20 LITRE EA METSI QALAKHENG,negative
MOHLANKANA ENOA O NYAMETSE,negative
SEPOLESA SE LONGOA TSEBE,positive
MOITHUTI O LLISA KE THABO KAMORA HO FUMANA LENGOLO,positive
MOOKAMELI O LIHELLETSE MOTLATSI OA TONAKHOLO TORA,negative
MORENA AO LOANELE LINTOENG TSA BOSIU AO HLOLELE MELEKO EOHLE,positive
MONNA O KOKOMETSE PELA SETOPO SA MOSALI OA HAE,negative
LITABA TSE MONATE KE TSENA FEELA LI KANNA TSA BA BOHLOKO HO MANOA-JOALA A BAQHOBI,positive
TLOKOTSI,negative
MONNA O LEFA 30 000 KAMORA HO TŠELA MOTLAKASE KA MOROTO,negative
BAHOEBI BA LIKHOHO BA TŠOARA MOHOANTO,neutral
TŠITŠINYO EA HO HLOKA TŠEPO E SITOA HO TSOELA PELE ,negative
NGOANA O BOLAETSOE KA MORUNG,negative
O BOLAELOA LIBE TSA MOTSOALLE,negative
NGOANANA O NYAMETSE KA CHELETE ,negative
MOAHLOLI OA BOLOKOA,negative
MAPARAMENTE A TLO QOBELLA BAAHI HO KHAOLA LETLALO LA BOTONA,negative
MOLIMO KE MOLATELI OA SEHLOPHA SA BOLO,positive
MONNA O NYAMELA KA MOHLOLO SEPOLESENG ,negative
NGOANA EA ILENG A NYAMELA A HLALA ELE MOFU O BOLOKILOE KAJENO,negative
HO TLOSOA BOTO EA PHATHI OFISING,negative
HO FUMANOA LITOPO TSE PELI TSA BANNA,negative
UTLOA NA HOBANENG TONAKHOLO A LELEKILE MAPARAMENTE A 3,negative
UTLOA LITABA TSA NTATE A LULANG A BETA MORALI OA HAE,negative
'MUSO O TLO FA LESOLE LE LENG LE LENG M100 000,positive
NGOANANA O HLOKAHALA KAMORA NTLO ESALE A EA NTLOANENG MAOBANE,negative
MONNA OA KHAOLOA QOQOTHO KA THIPA,negative
MONNA O THUNTSE MOSALI KA LIKULO TSE TŠELETSENG,negative
UTLOA TSE NCHA KA MOITHUTI OA SEKOLO EA HLOKAHETSENG LELAPA LA HABO LE NA LE MATHATA,negative
UTLOA MELEKO EA LEKALA LA 'MUSO,negative
MONNA O QOSOA KA HO HLOKOFATSA BANA,negative
TONAKHOLO O HANA HO AMOHELA MASOLE A TSOANG NTOENG,negative
LINGAKA LI TLA KOETLISOA KAHARA NAHA,positive
BABELAELLOA BA LIPOLAO TSE SOTO BA HLAHA KHOTLA,negative
PHALA EA 'MUSO E HLAPAOLA NAHA,negative
MONNA O BOETSE O RULELLA BATHO MATLO MAHALA,positive
KAOFELA HO OA THAKHOLOA MONA,neutral
BANNA BA KENA-KENANA LE LEBITLA BA KHAOLA SETOPO HLOOHO,negative
THUPELO EA SEPOLESA KA LEFAPHA LA BATHO BA NANG LE BOKOOA,positive
PHALA EA MEHLENG EA TONAKHOLO KE MOFU,negative
SECHABA SE TLA PHALLELOA KA PHOOFO EA 12.5 LE LINAOA TSA 5KG,positive
MONNA O HONYOA LELEME LE QOQOTHO,negative
BASALI BA PITIKI BA SHAPA MONNA A LE POSHO LE HO MO TENTŠA THETHANA,negative
PELO EA MORENA E KHUBELU O TSEKA MALEO,negative
MOETAPELE O ISA MATŠELISO SETEREKENG,positive
MOSALI O HULANYETSOA KHOTLA O BATLOA MILLION TSE PELI TSA MALOTI,negative
LITSELA LI NTSE LI LOKISOA KA MATLA NAHENG,positive
NGOANA OA SEKOLO O PHOLOSOA LIATLENG TSA MABETA,negative
TONAKHOLO O RE SECHABA SE LOKELA HO BA LIMPIMPI,positive
BA RE MOHATSA OA TONAKHOLO KE NOHA EA TLHOARE,negative
MOSALI KHOTLA KAMORA HO TŠOSA E MONG KA LEFU HO TSEKOA MONNA,negative
MATLO A 11 A CHELE,negative
LIKAPESO SEKOLONG SE PHAHAMENG,positive
RAMOLAO O ITSE MAFU  A SE KE A BATLISISOA,negative
NGOANA O IPOLAEA KAMORA HO HLORISOA KE BARUTOANA SEKOLONG,negative
MASHOLU A BOROKHOANENG A HANELOA KA BEILI,negative
LEKALA LE RE BA LINOMORO TSA BORENA BA LI KHUTLISE MAHALA KAMORA LIKHOELI TSE PELI LE TLO LI PATALLA,positive
HO BATLISOA KA SETOPO SA MOSALI SE FUMANOENG LILOMONG,negative
MOPARAMENTE O TLO NEHELANA KA SETHUNYA SA POLASETIKI MAPOLESENG ,negative
LEHLOA LE TJENA KA THABENG,neutral
SECHABA SE RE TONAKHOLO E THEHE KOMISI EA LIPATLISISO,positive
MONNA O IPOLAEA KA HO IPHANYEHA MOTSENG,negative
MONNA O TOBANE LE LINYEOE TSE THARO,negative
PAKI EA PELE NYEOENG EA POLAO E FANA KA BOPAKI,negative
BASHANYANA BA SHOELETSENG MOPHATONG SETEREKENG BA BOLOKILOE,negative
NTATE-MOHOLO O BETA NKHONO SETEREKENG,negative
TONAKHOLO EA MEHLENG O NE A BUSA JOALO KA CHAKA,negative
BONA MOO MOITHUTI OA SEKOLO A NENG A HLOKAHALLE TENG,negative
MONNA O QETA HO THUNYA MOSALI'AE O MO SIHILE A RAPALLETSE KATLUNG,negative
BA BALEHETSE NAHENG E 'NGOE BALOTSANA,negative
HO FUMANOA SETOPO SA MONNA SE FANYEHILOE SEFATENG,negative
RE TLA SEBELETSA SECHABA KA BOITELO KA LINAKO TSOHLE,positive
MASOLE A HLAHA KA LIMAKATSO KHOTLA,neutral
TLHOKOMELISO EA HO KHAOHA HA BOROKHO BA NAKOANA,negative
TABA E NYAROSANG OFISING EA TONAKHOLO,negative
TONAKHOLO O LOANETSE LEBENKELE KHAKHAULANE MOLAMU OA HLOOHO,positive
UTLOA LIKETSO TSA BANNA BANA,neutral
MONNA O MO BATA LE SA TŠELOENG KE NTA HO TSEKOA PAMPIRI EA KOAE,negative
MAPARAMENTE A NYAHLATSA TLHAHISO EA HO HLAKOLA M5000,negative
TSEBISO KA MESEBETSI EA LIHALAHALA,neutral
SEBAPALI SE PHONYOHA LEFU KA SOBA LA NALE,positive
MASHOLU A THEPA A AHLOLOA LILEMO TSE MASHOME A MARARO ,positive
SETHO SANE SA PHATI SE NENG SE JELE MABELE SE ROHAKA LETONA PARAMENTENG,negative
MOSALI O QOSA MOKHA HAPE,negative
MOKHETHOA O RE O PHONYOHILE TORONKO,positive
TSEBISO TSEBISO,neutral
MOSALI O IPOLAELA MONNA OA MOTHO,negative
HO FUMANOA SETOPO SA MOSALI ,negative
TLHOKOMELISO EA BOHLOKOA HO BAAHI,positive
MASOLE A NAHA A TSOANG NTOENG A FIHLILE KAJENO,positive
BANA BA MOTHO BA IPEPISA LE HO LAHLA MASEA SETEREKENG,negative
TONAKHOLO O TSOELAPELE KA MOSEBETSI O MOTLE,positive
BANNA KE MASHOLU EBILE KE BABOLAI,negative
MORA O BOLAEA LE HO CHESA 'M'AE,negative
NAHA E FETOHILE SELAKHAPHANE,negative
TSA MORAO-RAO KA MOITHUTI EA BOLAILOENG KA CHEFO JOALENG,negative
QETO EA HO NYOLLA LITEFISO TSA METSI E TLA PHATLALATSOA KAJENO ,negative
MONA KE MOO MALAENE A FEFOHILENG KAMORA LIFEFO TSA KAJENO,negative
MOETAPELE O TLA INEHELA SEPOLESENG TOROPONG,positive
MOSALI O FUMANOA A THUNTSOE SEPOLESA SE KOPA HO BATLISOA BENG KA ENA,negative
BABELAELLOA POLAONG BA KHOTLA,negative
MOKHATLO O RE SETSI SE PHENYE MONNA MAHAFI,negative
SESOLE SE PHUTHA LITHUNYA TSA MASHALA,positive
NGOANANA O BONOA A HLOBOTSE LEHLOENG KAMORA HO NYESOA KE MOJOLO,negative
LEKHOTLA LE LAELA SEPOLESA HO PHENYEKOLLA HA MOPARAMENTE,positive
SEPOLESA SE KOPA HO BATLISOA BANNA BA BOLAILENG LELAPA LA BATHO BA 4 LE MOLISANA OA LONA,negative
MOOKAMELI O FANYEHA MOLAO OA MOTHEO,negative
MOQHOBI OA TEKESI O QETA HO PARAKOLLOA KA KOLOING,positive
BASALI BA SEBETSANG BA ETELA KEREKE,positive
OFISIRI EA 'MUSO KHOTLA KA TJOTJO ,negative
BABELAELLOA BA TŠOAROA KA BOSHOLU BA LIPHOOFOLO,negative
UTLOA LITABA TSA MOSALI EA BOLAILOENG SETEREKENG,negative
PHATLALATSO EA MANYALO HO TSOA LEKALENG,positive
UTLOA LITABA TSA MOSALI EA SELAKHUOENG,negative
TONAKHOLO O FA MASOLE CHELETE,positive
MOSALI O TOKHOLETSOA BOSHOLU,negative
LEBENKELE LA MACHAENA LE CHA LORE BASEBETSI BA LEBENKELE BA TLOKOTSING EA HO FELLOA KE MOSEBETSI,negative
MONNA O LOKOLLOA KA BEILE EA M2 000,negative
BAETAPELE BA KHEKHETHANE BA PHINYETSOA KE NAKELI,negative
MONNA O THUNYETSOA LEFU SETEREKNG,negative
BANNA BA BETSA KHOBA HAPE,neutral
MONNA O UTSOA KA MASENE A PHOKOJOE,negative
BANNA BANA BA BATLOA KE SEPOLESA,negative
MOSALI O RUTA NGOANA HO ETSA THOBALANO,negative
LETONA LE HLAHLOBA TŠENYO,negative
BANNA BA EA CHANKANENG KA BOSHOLU,negative
MORENA O BOLOTSOA KA KHANG,negative
LELAPA LA SEBINI LE TOSA PUO,neutral
LEKALA LE SEBETSANANG LE BOBOLU BA LATA LI-MILLION NAHENG EA BOAHISANE,positive
MOSALI O AHLOLOA LILEMO TSE HLANO KA HO NTŠA MPA,negative
MOPARAMENTE O FUMANA TLHAPI E KHOLO,positive
BANNA BA HAPA CHELETE E HAKANYETSOANG HO M80 000 KA BOQHEKANYETSI ,negative
HOJA LINAHA LI NE LI NGOLISOA NAHA ENA EKABE E LE NAHA EA LESHALA E SE NANG LITOKOMANE,negative
KOTSI EA KOLOI E BAKA LEFU TOROPONG EA SETEREKENG,negative
MOHOEBI O QETA HO THUNYETSOA LEFU MAHLONG A MOSALI'AE ,negative
MOSALI O JOOA  CHELETE E 4300 KA SEHLOHO SETEREKENG,negative
KOTSI EA LIKOLOI TSA BAETI HOLIMA BOROKHO,negative
LEKHOTLA LA MAIPILETSO LE LUMELLA MONNA HOBA LEFUNG LERE MOSALI A POTISOE LENYALONG,positive
LESECHURITHI LE KENYA BARUTUOA MONOANA KA PELE,negative
BANNA BA BELAELLOA KA HO BETA NGOANANA,negative
MONNA O BATLA M3 MILLIONE,neutral
RAKHOEBO O QETA HO THUNYETSOA LEFU,negative
KOMISHINARA E NYELISA LEKHOTLA,negative
MOHOEBI O REKELA SEHLOPHA SA BOLO BOEMO ,positive
BA TŠOLLA MALI A SENANG MOLATO BA BOLAEA BANNA BA BABELI KA SEHLOHO,negative
MOCHOCHISI O MATJALENG O QOSOA OA KA LETOTO LA LITLOLO TSA MOLAO,negative
SEBINI SA FAMO SE LOKOLLOA TERONKONG,positive
HA U TŠABA U TŠABE MOPARAMENTE,negative
MOETAPELE OA MEHLENG OA HOLA KAJENO,positive
NKHONO O KOKONA BAITHUTI CHELETE,negative
MOSALI O NEHELA MOEA A NTSE A BETOA,negative
TONAKHOLO O KHETHA EKETSA LENANE LA MACANSELARA A LIVOTE LI TLAASE,positive
TSEBA KA LEFAPHA LA SEPOLESA,neutral
SETOPO SA MONNA SE MAQEBA,negative
BAPOLOTIKI BA BACHA BA KENA PARAMENTENG,positive
MONNA O FUMANOA A ITSETETSE KA HARA PHOOFO SHOPONG SETEREKENG,negative
SEPOLESA SE TSOELA PELE KA HO ETELA LIKOLO,positive
MONNA O BOLAEA MOTHO,negative
'MUSO O CHAKELA LELAPA KAMORA HO FENETHA MORA LONA,negative
LETONA LE THEOLETSE TSE LING TSA LITŠEBELETSO SECHABENG,positive
MAPOLESA A MABELI A TEBETSOE,negative
TONAKHOLO O TLA TEKELA SECHABA PUO KAJENO,neutral
BANNA BA MATJALENG KA HO HLABA RAMO EA MOTHO,negative
SEPOLESA SE BATLANA LE MONNA,negative
TONAKHOLO O BILIKA KA SETHUTHUTHU,positive
MOHOEBI O HAHA SEKOLO SETEREKNG,positive
MOOKAMELI O RE MOAHLOLI A ILO IPHANYEHA,negative
MOKHA HA O TLISE PHETOHO HOHANG,negative
FEME E 'NGOE E BEHELLA BASEBELETSI KAOFELA KA THOKO,negative
TONAKHOLO O TLANGOA KA LINTLAFATSO TSEO E SENG TSA HAE,negative
TAEMANE E CHOPHOHILE KA MATSOHONG ,negative
NKHONO O THUNYETSOA LEFU SETEREKENG KA PELAELLO EA BOLOI,negative
LEKHOTLA LE BA FUMANA BA LE MOLATO,negative
BATHO THUSANANG RE FUMANE NGOANA ENOA,negative
LEFU LE MO SITISA HO LATSOA MONATE OA BOK'HANSELARA,negative
UTLOA KA MORAO-RAO KA NGOANA EA NYAMETSENG,negative
LESELINYANA LE LEBOHELA MASOLE,positive
KE MAEMONG AFENG AO U KA ITLOSANG PELA MORATUOA OA HAU FELA U NTSE U MO RATA,negative
TSEBA NA MOKHOTHALETSUOA O HAKAE KA MOTEBO OA SEPOLESA,neutral
MONNA O TSOA KA NTŠOE LI SA FOHLOA MOTSENG,negative
HO THOE BANNA BA UTSOITSE M150 000 BETHENG,negative
MOOKAMELI O NYELISA KAHLOLO EA LEKHOTLA HAPE O E SHEBA FEELA JOALOKA NTHO'A NGOANA,negative
TONAKHOLO O TOBA MOKHA KA 'NETE,positive
MOCHOCHISI O PATALLA MONNA OA LEKOEREKOERE ,negative
'MUSO O BOLOKA BAFU BA 29,negative
MORENA O QETA HO THUNYETSOA LEFU,negative
MOOKAMELI O RE BASEBETSI BA TSOE MARANG RANG ,neutral
MONNA O FUMANOA A EPETSOE KA JARETENG,negative
LEKALA LE RE LE LATE LI NUMBER PLATE LI TENG,positive
SETOPO SA HAE SE FUMANOE LETAMONG KAJENO,negative
MASHOLU A 52K KHOTLA,negative
LESHOLU LE UTSOA LIPHAHLO TSE METSI TERATENG,negative
MONNA'KA O MATHA LE NYATSI BOBELI BO BOLLOTSE JOALE BA MO KHAKHATHILE,negative
MONNA O QETA HO THUNYETSOA LEFU,negative
MELEMO EA HO JA NAMA EA NTJA ,positive
TSE NCHA,positive
MOOKAMELI O BOHLA KHOSHANE O ROHAKA SECHABA  ,negative
MOLIMO O ETELA BANA BA ONA,positive
BAITHUTI BA SEKOLO BA LAHLELOA NTLOANA-TŠOANA ,negative
BONA LENANE LA MATONA A TLANG HO HLAPANTŠOA KAJENO,positive
TONAKHOLO EA NAHA E PHURA LESHOETLA LE TONAKHOLO EA NAHA EA BOAHISANE,positive
MOOKAMELI KE LEMENEMENE LE FETANG JUDAS ISCARIOT OA BIBELENG,negative
MOOKAMELI KE RALESHANO OA LEQITOLO LA TSOTSI,negative
BA HLAHOA LESUMATHA KE MOFETA-KA-TSELA,positive
LINOKOANE LI NKELA MACHINA CHELETE TOROTSOANENG,negative
BANKA E KHOLO E ETSA CHELETE HO TLOTLISA TSOALO EA MORENA,positive
MONNA O BATLA HO OKAMELA MOKHATLO,positive
LEKHOTLA LE FUMANA BABELAELLOA BA LE MOLATO,negative
MOSALI O BOLAEA NGOANA OA HAE SEPOLESA SE MO QHAULITSE,negative
KOMISI KE LINYONTŠA E LOKELA E QHALOE,negative
'MUSO O TLO REKELA MAPOLESA MAKOLOI A MANG HAPE,positive
BOLAOLI BO PHOQA MASOLE,negative
O BETA BASALI BA BABELI KA THABENG,negative
MOETAPELE OA PHATHI O PHAPHATHA TONAKHOLO LEHETLA,positive
BANNA BA KHAHLANA LE SEPOLESA TSELENG,positive
LIKOLOI TSENA TSA SEPOLESA LI TLA BONAHALA TSELENG HAUFI,positive
TLHOKOMELISO HO BO-MOSAMARIA BA MOLEMO BA THUSANG MOTHO E MONG LE E MONG KA HARA TOROPO,negative
KOLOI E CHAISA NGOANA KAJENO,negative
KOMPONE E FANA KA LITSOALA HO BASEBELISI BA LITŠEBELLETSO,positive
TONAKHOLO O SOABISA LIRA O FA MAFUTSANA MOPUTSO OA HAE,positive
ENA HAESALE NAKO EA HO BEHA MASENKE KAPA MAJOE A MORALLA MABITLENG,negative
TONAKHOLO O SHAPA BOHANYETSI KA KOEPERE,positive
MASHOTSOANA A CHELETE A LEFA KA HLOOHO,negative
COVID-19 E FUMANOA BANENG BA SEKOLO ,negative
LEOTO KE MOLOI ,negative
MOOKAMELI OA SEPOLESA O ILE 'MOKENG OA TSEBELISANO EA SEPOLESA HLOAHLOENG EA AFRIKA,positive
MOOKAMELI  O IMENYAMENYA KA MOSALI OA LESOLE,negative
KUKU E CHESA MOSALI MORIRI,negative
BA QHAUTSOA NTSEBA BUA LIKHOMO TSA BOSHOLU,negative
TABA EA MOETAPELE E SHEJOE HANTLE,neutral
SEALEMOEA SERE TONAKHOLO A FANE KA BOPAKI BA HORE KE MOKHOLO OA HAE O REKETSENG BAHLOKI LIMPHO,negative
KOMPONE EA MARANGRANG E BEBOFATSA KAMOHELO EA CHELETE HO TSOA KANTLE HO NAHA,positive
MOSHANYANA O BETA KHAITSELI EA HAE,negative
LITABA TSE MONATE KE TSENA,positive
MOKHOSI OA BOSIU O NTŠA BATHO MATLONG,negative
UTLOA SE ETSAHETSENG HA SEBOHOLI SE BOLAOA MAOBANE,negative
NYEOE EA BOBELI EA HO THIBELA MOPARAMENTE HO BA TONAKHOLO,negative
'MUSO O MATHELA SADC,positive
BABELAELLOA POLAONG EA SEBINI BA TŠOEROE,positive
BARUTOANA BA SEKOLO BA ETELOA KE MOKHATLO OA MAPOLESA A BASALI,positive
METSOFE E SE E TLO KHOLA KHOELING ENA,positive
MOQOSUOA O FUMANOA A SE MOLATO,positive
SEHOAI SE KHAKHATHETSOE LEFU BOSIUNG BA KAJENO,negative
UTLOA TSA LETONA LA 'MUSO O LITULONG KAJENO,neutral
UTLOA O NE A KHAKELLELITSE MALI A LESEA KA NKHO,negative
SEKHUKHUNI SE BONOA KE SEBATALATSI ,negative
LIPALO TSA BAFU BA MOLLO LI NYOLOHILE,negative
MAKHOMOSHA A FETANG 96 A EA QHAUTSOA ,negative
PELA E NE E HLOKE MOHATLA KE HO ROMELETSA,negative
BOSIUNG BONA HO TLA BATA HAHOLO,negative
MOHLANKANA O LITLAMONG TSA SEPOLESA KA HO QHEKANYETSA BATHO LICHELETE,negative
